2025-02-07 20:02:30,207 - INFO - Running soft kmeans for file: 5_50_0
2025-02-07 20:02:30,208 - INFO - Number of biomarkers: 10
2025-02-07 20:02:31,821 - INFO - Iteration 200/2000, Acceptance Ratio: 57.50%, Log Likelihood: -1171.4285, Current Accepted Order: dict_values([2, 8, 4, 9, 5, 6, 1, 7, 10, 3]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.05805558733147, 'theta_std': 18.92275604394099, 'phi_mean': 231.05859815247084, 'phi_std': 24.77246161381391}), ('ADAS (6)', {'theta_mean': -19.511613295378304, 'theta_std': 5.234011741732128, 'phi_mean': -6.313953093676823, 'phi_std': 1.1960510807663494}), ('AVLT-Sum (8)', {'theta_mean': 23.49589115591083, 'theta_std': 5.382479041345842, 'phi_mean': 40.700036357687495, 'phi_std': 12.863902736842238}), ('FUS-FCI (10)', {'theta_mean': -10.878589621568448, 'theta_std': 4.794133853804909, 'phi_mean': -8.44501228131041, 'phi_std': 2.879705042540575}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.975071179506341, 'theta_std': 5.34678373380286, 'phi_mean': 4.90477629382368, 'phi_std': 1.7709334041920137}), ('HIP-GMI (7)', {'theta_mean': 0.35133826764514237, 'theta_std': 0.26753706968153856, 'phi_mean': 0.35830632842179566, 'phi_std': 0.19245206050508537}), ('MMSE (5)', {'theta_mean': 22.06385988170305, 'theta_std': 2.4880869697528314, 'phi_mean': 27.86155919377661, 'phi_std': 0.648272053737168}), ('P-Tau (4)', {'theta_mean': -70.59260241660706, 'theta_std': 42.2687712050363, 'phi_mean': -29.405196493846297, 'phi_std': 23.35284939551355}), ('PCC-FCI (2)', {'theta_mean': 6.771497544286371, 'theta_std': 0.5869092686666315, 'phi_mean': 7.111121889978586, 'phi_std': 4.6503221148854035})]) 
2025-02-07 20:02:32,751 - INFO - Iteration 400/2000, Acceptance Ratio: 55.00%, Log Likelihood: -1170.2842, Current Accepted Order: dict_values([2, 9, 4, 8, 5, 6, 1, 7, 10, 3]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.05805558733147, 'theta_std': 18.92275604394099, 'phi_mean': 231.05859815247084, 'phi_std': 24.77246161381391}), ('ADAS (6)', {'theta_mean': -19.511613295378304, 'theta_std': 5.234011741732128, 'phi_mean': -6.313953093676823, 'phi_std': 1.1960510807663494}), ('AVLT-Sum (8)', {'theta_mean': 23.49589115591083, 'theta_std': 5.382479041345842, 'phi_mean': 40.700036357687495, 'phi_std': 12.863902736842238}), ('FUS-FCI (10)', {'theta_mean': -10.878589621568448, 'theta_std': 4.794133853804909, 'phi_mean': -8.44501228131041, 'phi_std': 2.879705042540575}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.975071179506341, 'theta_std': 5.34678373380286, 'phi_mean': 4.90477629382368, 'phi_std': 1.7709334041920137}), ('HIP-GMI (7)', {'theta_mean': 0.35133826764514237, 'theta_std': 0.26753706968153856, 'phi_mean': 0.35830632842179566, 'phi_std': 0.19245206050508537}), ('MMSE (5)', {'theta_mean': 22.06385988170305, 'theta_std': 2.4880869697528314, 'phi_mean': 27.86155919377661, 'phi_std': 0.648272053737168}), ('P-Tau (4)', {'theta_mean': -50.24117231193824, 'theta_std': 40.84666689094463, 'phi_mean': -29.876660164768726, 'phi_std': 23.53248491848005}), ('PCC-FCI (2)', {'theta_mean': 6.977287760542486, 'theta_std': 0.3594466450919989, 'phi_mean': 7.035661862537515, 'phi_std': 4.541208792142519})]) 
2025-02-07 20:02:33,659 - INFO - Iteration 600/2000, Acceptance Ratio: 52.50%, Log Likelihood: -1173.3615, Current Accepted Order: dict_values([2, 9, 3, 8, 5, 6, 4, 7, 10, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.05805558733147, 'theta_std': 18.92275604394099, 'phi_mean': 231.05859815247084, 'phi_std': 24.77246161381391}), ('ADAS (6)', {'theta_mean': -19.511613295378304, 'theta_std': 5.234011741732128, 'phi_mean': -6.313953093676823, 'phi_std': 1.1960510807663494}), ('AVLT-Sum (8)', {'theta_mean': 23.49589115591083, 'theta_std': 5.382479041345842, 'phi_mean': 40.700036357687495, 'phi_std': 12.863902736842238}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.975071179506341, 'theta_std': 5.34678373380286, 'phi_mean': 4.90477629382368, 'phi_std': 1.7709334041920137}), ('HIP-GMI (7)', {'theta_mean': 0.3617683996150248, 'theta_std': 0.28830847427060236, 'phi_mean': 0.33743508488448176, 'phi_std': 0.2127877607202092}), ('MMSE (5)', {'theta_mean': 22.06385988170305, 'theta_std': 2.4880869697528314, 'phi_mean': 27.86155919377661, 'phi_std': 0.648272053737168}), ('P-Tau (4)', {'theta_mean': -50.24117231193824, 'theta_std': 40.84666689094463, 'phi_mean': -29.876660164768726, 'phi_std': 23.53248491848005}), ('PCC-FCI (2)', {'theta_mean': 7.030967548555546, 'theta_std': 0.332303120181389, 'phi_mean': 7.020782562984377, 'phi_std': 4.485047068887816})]) 
2025-02-07 20:02:34,578 - INFO - Iteration 800/2000, Acceptance Ratio: 52.25%, Log Likelihood: -1170.9244, Current Accepted Order: dict_values([2, 9, 3, 8, 4, 5, 6, 7, 10, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.05805558733147, 'theta_std': 18.92275604394099, 'phi_mean': 231.05859815247084, 'phi_std': 24.77246161381391}), ('ADAS (6)', {'theta_mean': -19.511613295378304, 'theta_std': 5.234011741732128, 'phi_mean': -6.313953093676823, 'phi_std': 1.1960510807663494}), ('AVLT-Sum (8)', {'theta_mean': 23.49589115591083, 'theta_std': 5.382479041345842, 'phi_mean': 40.700036357687495, 'phi_std': 12.863902736842238}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.975071179506341, 'theta_std': 5.34678373380286, 'phi_mean': 4.90477629382368, 'phi_std': 1.7709334041920137}), ('HIP-GMI (7)', {'theta_mean': 0.3086397959430033, 'theta_std': 0.2984405363824095, 'phi_mean': 0.38900142146115957, 'phi_std': 0.21752715045350665}), ('MMSE (5)', {'theta_mean': 22.06385988170305, 'theta_std': 2.4880869697528314, 'phi_mean': 27.86155919377661, 'phi_std': 0.648272053737168}), ('P-Tau (4)', {'theta_mean': -57.42763136566936, 'theta_std': 40.44852905731071, 'phi_mean': -28.894044131519934, 'phi_std': 23.30770531709586}), ('PCC-FCI (2)', {'theta_mean': 7.092064318374402, 'theta_std': 0.292175795905289, 'phi_mean': 7.007619491208802, 'phi_std': 4.430795902179566})]) 
2025-02-07 20:02:35,503 - INFO - Iteration 1000/2000, Acceptance Ratio: 51.90%, Log Likelihood: -1171.1826, Current Accepted Order: dict_values([2, 9, 3, 8, 4, 5, 6, 7, 10, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.05805558733147, 'theta_std': 18.92275604394099, 'phi_mean': 231.05859815247084, 'phi_std': 24.77246161381391}), ('ADAS (6)', {'theta_mean': -19.511613295378304, 'theta_std': 5.234011741732128, 'phi_mean': -6.313953093676823, 'phi_std': 1.1960510807663494}), ('AVLT-Sum (8)', {'theta_mean': 23.49589115591083, 'theta_std': 5.382479041345842, 'phi_mean': 40.700036357687495, 'phi_std': 12.863902736842238}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.975071179506341, 'theta_std': 5.34678373380286, 'phi_mean': 4.90477629382368, 'phi_std': 1.7709334041920137}), ('HIP-GMI (7)', {'theta_mean': 0.25689967990547335, 'theta_std': 0.25797379574458185, 'phi_mean': 0.4209262209698429, 'phi_std': 0.24076543517685145}), ('MMSE (5)', {'theta_mean': 22.06385988170305, 'theta_std': 2.4880869697528314, 'phi_mean': 27.86155919377661, 'phi_std': 0.648272053737168}), ('P-Tau (4)', {'theta_mean': -57.42763136566936, 'theta_std': 40.44852905731071, 'phi_mean': -28.894044131519934, 'phi_std': 23.30770531709586}), ('PCC-FCI (2)', {'theta_mean': 7.092064318374402, 'theta_std': 0.292175795905289, 'phi_mean': 7.007619491208802, 'phi_std': 4.430795902179566})]) 
2025-02-07 20:02:36,408 - INFO - Iteration 1200/2000, Acceptance Ratio: 51.17%, Log Likelihood: -1171.3289, Current Accepted Order: dict_values([2, 9, 3, 8, 4, 5, 7, 6, 10, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.05805558733147, 'theta_std': 18.92275604394099, 'phi_mean': 231.05859815247084, 'phi_std': 24.77246161381391}), ('ADAS (6)', {'theta_mean': -19.511613295378304, 'theta_std': 5.234011741732128, 'phi_mean': -6.313953093676823, 'phi_std': 1.1960510807663494}), ('AVLT-Sum (8)', {'theta_mean': 23.49589115591083, 'theta_std': 5.382479041345842, 'phi_mean': 40.700036357687495, 'phi_std': 12.863902736842238}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.975071179506341, 'theta_std': 5.34678373380286, 'phi_mean': 4.90477629382368, 'phi_std': 1.7709334041920137}), ('HIP-GMI (7)', {'theta_mean': 0.2544744216225527, 'theta_std': 0.2342652180842097, 'phi_mean': 0.4069129405292011, 'phi_std': 0.25925323936953454}), ('MMSE (5)', {'theta_mean': 22.06385988170305, 'theta_std': 2.4880869697528314, 'phi_mean': 27.86155919377661, 'phi_std': 0.648272053737168}), ('P-Tau (4)', {'theta_mean': -57.42763136566936, 'theta_std': 40.44852905731071, 'phi_mean': -28.894044131519934, 'phi_std': 23.30770531709586}), ('PCC-FCI (2)', {'theta_mean': 7.092064318374402, 'theta_std': 0.292175795905289, 'phi_mean': 7.007619491208802, 'phi_std': 4.430795902179566})]) 
2025-02-07 20:02:37,327 - INFO - Iteration 1400/2000, Acceptance Ratio: 51.14%, Log Likelihood: -1169.5470, Current Accepted Order: dict_values([2, 8, 3, 4, 5, 6, 10, 7, 9, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.81862123742576, 'theta_std': 19.170491612141923, 'phi_mean': 234.5506478065935, 'phi_std': 21.43538986766229}), ('ADAS (6)', {'theta_mean': -20.031308565872607, 'theta_std': 4.667360372444007, 'phi_mean': -6.341836697901368, 'phi_std': 1.1810820771162645}), ('AVLT-Sum (8)', {'theta_mean': 22.937034976709242, 'theta_std': 4.924375063628621, 'phi_mean': 40.487588686818256, 'phi_std': 12.708105669148836}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.661858443554585, 'theta_std': 5.640471112698564, 'phi_mean': 4.797901327080122, 'phi_std': 1.8358784743837913}), ('HIP-GMI (7)', {'theta_mean': 0.05742781156758365, 'theta_std': 0.09876032537705975, 'phi_mean': 0.3643103763126086, 'phi_std': 0.25844101384795515}), ('MMSE (5)', {'theta_mean': 22.209489961705483, 'theta_std': 2.5633836954787133, 'phi_mean': 27.93653190768152, 'phi_std': 0.5626801090216931}), ('P-Tau (4)', {'theta_mean': -40.88772100602682, 'theta_std': 35.858919465046846, 'phi_mean': -25.84485868235834, 'phi_std': 13.844590230148638}), ('PCC-FCI (2)', {'theta_mean': 6.9399251620398115, 'theta_std': 0.35604280402655303, 'phi_mean': 7.04354315961331, 'phi_std': 4.484354506546843})]) 
2025-02-07 20:02:38,242 - INFO - Iteration 1600/2000, Acceptance Ratio: 51.00%, Log Likelihood: -1169.2019, Current Accepted Order: dict_values([2, 8, 3, 4, 5, 6, 10, 7, 9, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.81862123742576, 'theta_std': 19.170491612141923, 'phi_mean': 234.5506478065935, 'phi_std': 21.43538986766229}), ('ADAS (6)', {'theta_mean': -20.031308565872607, 'theta_std': 4.667360372444007, 'phi_mean': -6.341836697901368, 'phi_std': 1.1810820771162645}), ('AVLT-Sum (8)', {'theta_mean': 22.937034976709242, 'theta_std': 4.924375063628621, 'phi_mean': 40.487588686818256, 'phi_std': 12.708105669148836}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.661858443554585, 'theta_std': 5.640471112698564, 'phi_mean': 4.797901327080122, 'phi_std': 1.8358784743837913}), ('HIP-GMI (7)', {'theta_mean': 0.05742781156758365, 'theta_std': 0.09876032537705975, 'phi_mean': 0.3643103763126086, 'phi_std': 0.25844101384795515}), ('MMSE (5)', {'theta_mean': 22.209489961705483, 'theta_std': 2.5633836954787133, 'phi_mean': 27.93653190768152, 'phi_std': 0.5626801090216931}), ('P-Tau (4)', {'theta_mean': -39.693968643314854, 'theta_std': 35.91455554814908, 'phi_mean': -27.131370531420252, 'phi_std': 13.071878930348023}), ('PCC-FCI (2)', {'theta_mean': 6.9399251620398115, 'theta_std': 0.35604280402655303, 'phi_mean': 7.04354315961331, 'phi_std': 4.484354506546843})]) 
2025-02-07 20:02:39,161 - INFO - Iteration 1800/2000, Acceptance Ratio: 50.78%, Log Likelihood: -1169.2019, Current Accepted Order: dict_values([2, 8, 3, 4, 5, 6, 10, 7, 9, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.81862123742576, 'theta_std': 19.170491612141923, 'phi_mean': 234.5506478065935, 'phi_std': 21.43538986766229}), ('ADAS (6)', {'theta_mean': -20.031308565872607, 'theta_std': 4.667360372444007, 'phi_mean': -6.341836697901368, 'phi_std': 1.1810820771162645}), ('AVLT-Sum (8)', {'theta_mean': 22.937034976709242, 'theta_std': 4.924375063628621, 'phi_mean': 40.487588686818256, 'phi_std': 12.708105669148836}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.661858443554585, 'theta_std': 5.640471112698564, 'phi_mean': 4.797901327080122, 'phi_std': 1.8358784743837913}), ('HIP-GMI (7)', {'theta_mean': 0.05742781156758365, 'theta_std': 0.09876032537705975, 'phi_mean': 0.3643103763126086, 'phi_std': 0.25844101384795515}), ('MMSE (5)', {'theta_mean': 22.209489961705483, 'theta_std': 2.5633836954787133, 'phi_mean': 27.93653190768152, 'phi_std': 0.5626801090216931}), ('P-Tau (4)', {'theta_mean': -39.693968643314854, 'theta_std': 35.91455554814908, 'phi_mean': -27.131370531420252, 'phi_std': 13.071878930348023}), ('PCC-FCI (2)', {'theta_mean': 6.9399251620398115, 'theta_std': 0.35604280402655303, 'phi_mean': 7.04354315961331, 'phi_std': 4.484354506546843})]) 
2025-02-07 20:02:40,060 - INFO - Iteration 2000/2000, Acceptance Ratio: 50.35%, Log Likelihood: -1169.2019, Current Accepted Order: dict_values([2, 8, 3, 4, 5, 6, 10, 7, 9, 1]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 152.81862123742576, 'theta_std': 19.170491612141923, 'phi_mean': 234.5506478065935, 'phi_std': 21.43538986766229}), ('ADAS (6)', {'theta_mean': -20.031308565872607, 'theta_std': 4.667360372444007, 'phi_mean': -6.341836697901368, 'phi_std': 1.1810820771162645}), ('AVLT-Sum (8)', {'theta_mean': 22.937034976709242, 'theta_std': 4.924375063628621, 'phi_mean': 40.487588686818256, 'phi_std': 12.708105669148836}), ('FUS-FCI (10)', {'theta_mean': -10.422896507247986, 'theta_std': 4.490606301798643, 'phi_mean': -8.165811097730103, 'phi_std': 3.816647916488655}), ('FUS-GMI (9)', {'theta_mean': 0.44316048808340147, 'theta_std': 0.018188550339643197, 'phi_mean': 0.6054825668588447, 'phi_std': 0.06849209402955797}), ('HIP-FCI (1)', {'theta_mean': -6.661858443554585, 'theta_std': 5.640471112698564, 'phi_mean': 4.797901327080122, 'phi_std': 1.8358784743837913}), ('HIP-GMI (7)', {'theta_mean': 0.05742781156758365, 'theta_std': 0.09876032537705975, 'phi_mean': 0.3643103763126086, 'phi_std': 0.25844101384795515}), ('MMSE (5)', {'theta_mean': 22.209489961705483, 'theta_std': 2.5633836954787133, 'phi_mean': 27.93653190768152, 'phi_std': 0.5626801090216931}), ('P-Tau (4)', {'theta_mean': -39.693968643314854, 'theta_std': 35.91455554814908, 'phi_mean': -27.131370531420252, 'phi_std': 13.071878930348023}), ('PCC-FCI (2)', {'theta_mean': 6.9399251620398115, 'theta_std': 0.35604280402655303, 'phi_mean': 7.04354315961331, 'phi_std': 4.484354506546843})]) 
2025-02-07 20:02:40,254 - INFO - Results saved to soft_kmeans/results/5_50_0_results.json
