2025-02-07 20:01:59,709 - INFO - Running soft kmeans for file: 50_100_0
2025-02-07 20:01:59,710 - INFO - Number of biomarkers: 10
2025-02-07 20:02:01,725 - INFO - Iteration 200/2000, Acceptance Ratio: 54.00%, Log Likelihood: -2347.3411, Current Accepted Order: dict_values([1, 8, 10, 9, 6, 7, 3, 5, 2, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.502645313579904, 'theta_std': 8.516674144775141, 'phi_mean': 44.54028097537546, 'phi_std': 14.809013138151743}), ('FUS-FCI (10)', {'theta_mean': -11.560055299613643, 'theta_std': 4.581561774932115, 'phi_mean': -9.997613473567931, 'phi_std': 3.1699011276357405}), ('FUS-GMI (9)', {'theta_mean': 0.5717691549645475, 'theta_std': 0.07424007726177541, 'phi_mean': 0.5902348694966155, 'phi_std': 0.08064420663012768}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.39615009337581636, 'theta_std': 0.26854396296080474, 'phi_mean': 0.33300477851724425, 'phi_std': 0.23994251180726892}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -77.73560575765066, 'theta_std': 17.796015962052845, 'phi_mean': -25.901004643108593, 'phi_std': 21.61921781909318}), ('PCC-FCI (2)', {'theta_mean': 5.734833066794411, 'theta_std': 1.3402855260618758, 'phi_mean': 9.299671006721626, 'phi_std': 5.03177852775766})]) 
2025-02-07 20:02:03,027 - INFO - Iteration 400/2000, Acceptance Ratio: 52.75%, Log Likelihood: -2330.9179, Current Accepted Order: dict_values([1, 2, 10, 9, 6, 7, 3, 5, 8, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.554212799685907, 'theta_std': 8.367499410207003, 'phi_mean': 44.798527448303616, 'phi_std': 14.747350212861033}), ('FUS-FCI (10)', {'theta_mean': -11.653272100810662, 'theta_std': 4.4984022868591795, 'phi_mean': -9.907792572238577, 'phi_std': 3.1401807222585436}), ('FUS-GMI (9)', {'theta_mean': 0.5478040422518641, 'theta_std': 0.05708258436143743, 'phi_mean': 0.5887891903737376, 'phi_std': 0.08024011528212441}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.39704009718081945, 'theta_std': 0.2707918032081469, 'phi_mean': 0.3345268204445665, 'phi_std': 0.23932639245907775}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -77.73560575765066, 'theta_std': 17.796015962052845, 'phi_mean': -25.901004643108593, 'phi_std': 21.61921781909318}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:04,336 - INFO - Iteration 600/2000, Acceptance Ratio: 53.33%, Log Likelihood: -2332.6389, Current Accepted Order: dict_values([1, 2, 10, 9, 6, 7, 3, 4, 8, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.66546866023521, 'theta_std': 8.243016116559934, 'phi_mean': 45.03821610594711, 'phi_std': 14.710916049238326}), ('FUS-FCI (10)', {'theta_mean': -11.72768055308062, 'theta_std': 4.558325055168418, 'phi_mean': -10.110584999620395, 'phi_std': 3.363395561309537}), ('FUS-GMI (9)', {'theta_mean': 0.5478040422518641, 'theta_std': 0.05708258436143743, 'phi_mean': 0.5887891903737376, 'phi_std': 0.08024011528212441}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.4236417404857979, 'theta_std': 0.26238670857843427, 'phi_mean': 0.3212474234223016, 'phi_std': 0.24153887890244843}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -77.73560575765066, 'theta_std': 17.796015962052845, 'phi_mean': -25.901004643108593, 'phi_std': 21.61921781909318}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:05,598 - INFO - Iteration 800/2000, Acceptance Ratio: 53.88%, Log Likelihood: -2331.0313, Current Accepted Order: dict_values([1, 2, 10, 9, 6, 7, 3, 5, 4, 8]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.66546866023521, 'theta_std': 8.243016116559934, 'phi_mean': 45.03821610594711, 'phi_std': 14.710916049238326}), ('FUS-FCI (10)', {'theta_mean': -11.877879866945772, 'theta_std': 4.784601777245075, 'phi_mean': -10.156497128452932, 'phi_std': 3.3651122707492878}), ('FUS-GMI (9)', {'theta_mean': 0.5579793638765894, 'theta_std': 0.07454418947129206, 'phi_mean': 0.5908688615251497, 'phi_std': 0.07744650101718394}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.3990641630563216, 'theta_std': 0.2678623932059344, 'phi_mean': 0.33198330245306057, 'phi_std': 0.24058877607500218}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -77.73560575765066, 'theta_std': 17.796015962052845, 'phi_mean': -25.901004643108593, 'phi_std': 21.61921781909318}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:06,862 - INFO - Iteration 1000/2000, Acceptance Ratio: 53.70%, Log Likelihood: -2330.7538, Current Accepted Order: dict_values([1, 2, 10, 9, 6, 7, 3, 5, 8, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.554212799685907, 'theta_std': 8.367499410207003, 'phi_mean': 44.798527448303616, 'phi_std': 14.747350212861033}), ('FUS-FCI (10)', {'theta_mean': -11.523900781857078, 'theta_std': 4.511408111625991, 'phi_mean': -9.991212723197028, 'phi_std': 3.1923396488854823}), ('FUS-GMI (9)', {'theta_mean': 0.5478040422518641, 'theta_std': 0.05708258436143743, 'phi_mean': 0.5887891903737376, 'phi_std': 0.08024011528212441}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.39704009718081945, 'theta_std': 0.2707918032081469, 'phi_mean': 0.3345268204445665, 'phi_std': 0.23932639245907775}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -77.73560575765066, 'theta_std': 17.796015962052845, 'phi_mean': -25.901004643108593, 'phi_std': 21.61921781909318}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:08,125 - INFO - Iteration 1200/2000, Acceptance Ratio: 53.00%, Log Likelihood: -2333.0712, Current Accepted Order: dict_values([1, 3, 10, 8, 6, 7, 4, 5, 9, 2]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.66546866023521, 'theta_std': 8.243016116559934, 'phi_mean': 45.03821610594711, 'phi_std': 14.710916049238326}), ('FUS-FCI (10)', {'theta_mean': -10.984695606799406, 'theta_std': 4.2172198797585905, 'phi_mean': -10.006677521105512, 'phi_std': 3.146267152969492}), ('FUS-GMI (9)', {'theta_mean': 0.5435284445316036, 'theta_std': 0.06024586734351548, 'phi_mean': 0.5856335767776463, 'phi_std': 0.078754139356807}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.4188239070068503, 'theta_std': 0.27277024373145065, 'phi_mean': 0.32856753300620395, 'phi_std': 0.23829155441206465}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -74.28181541665204, 'theta_std': 19.01057009324825, 'phi_mean': -25.324712300571615, 'phi_std': 21.542691583714994}), ('PCC-FCI (2)', {'theta_mean': 4.3860344742049655, 'theta_std': 2.374879771349515, 'phi_mean': 11.690029860292018, 'phi_std': 3.581760550495047})]) 
2025-02-07 20:02:09,397 - INFO - Iteration 1400/2000, Acceptance Ratio: 53.64%, Log Likelihood: -2331.1985, Current Accepted Order: dict_values([1, 2, 10, 8, 6, 7, 4, 5, 9, 3]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.554212799685907, 'theta_std': 8.367499410207003, 'phi_mean': 44.798527448303616, 'phi_std': 14.747350212861033}), ('FUS-FCI (10)', {'theta_mean': -10.829903076615725, 'theta_std': 4.352066917423009, 'phi_mean': -10.203080567591446, 'phi_std': 3.160353677667467}), ('FUS-GMI (9)', {'theta_mean': 0.5435284445316036, 'theta_std': 0.06024586734351548, 'phi_mean': 0.5856335767776463, 'phi_std': 0.078754139356807}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.3912305261784218, 'theta_std': 0.28720317536168827, 'phi_mean': 0.3474653680488562, 'phi_std': 0.23880030716418946}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -74.28181541665204, 'theta_std': 19.01057009324825, 'phi_mean': -25.324712300571615, 'phi_std': 21.542691583714994}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:10,643 - INFO - Iteration 1600/2000, Acceptance Ratio: 53.38%, Log Likelihood: -2327.7235, Current Accepted Order: dict_values([1, 2, 9, 8, 6, 7, 10, 5, 3, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.554212799685907, 'theta_std': 8.367499410207003, 'phi_mean': 44.798527448303616, 'phi_std': 14.747350212861033}), ('FUS-FCI (10)', {'theta_mean': -11.653272100810662, 'theta_std': 4.4984022868591795, 'phi_mean': -9.907792572238577, 'phi_std': 3.1401807222585436}), ('FUS-GMI (9)', {'theta_mean': 0.5590634506592609, 'theta_std': 0.06834135576770495, 'phi_mean': 0.5962474533225165, 'phi_std': 0.0807108188019013}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.5990512710884097, 'theta_std': 0.46994387338411575, 'phi_mean': 0.3502033469405144, 'phi_std': 0.23627219215104045}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -76.06120181001049, 'theta_std': 18.2985182997172, 'phi_mean': -25.58666885605048, 'phi_std': 21.549753848260373}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:11,900 - INFO - Iteration 1800/2000, Acceptance Ratio: 53.61%, Log Likelihood: -2327.5138, Current Accepted Order: dict_values([1, 2, 9, 8, 6, 7, 10, 5, 4, 3]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.569333981792372, 'theta_std': 8.520668638175133, 'phi_mean': 44.51561530357085, 'phi_std': 14.84142611300168}), ('FUS-FCI (10)', {'theta_mean': -11.047742247048658, 'theta_std': 4.3106668647965956, 'phi_mean': -10.06232491540965, 'phi_std': 3.1863603579448787}), ('FUS-GMI (9)', {'theta_mean': 0.5559587454837869, 'theta_std': 0.07263701955740408, 'phi_mean': 0.5927870789349555, 'phi_std': 0.077737150785692}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.5990512710884097, 'theta_std': 0.46994387338411575, 'phi_mean': 0.3502033469405144, 'phi_std': 0.23627219215104045}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -76.06120181001049, 'theta_std': 18.2985182997172, 'phi_mean': -25.58666885605048, 'phi_std': 21.549753848260373}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:13,117 - INFO - Iteration 2000/2000, Acceptance Ratio: 52.75%, Log Likelihood: -2327.7235, Current Accepted Order: dict_values([1, 2, 9, 8, 6, 7, 10, 5, 3, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 135.7928772825198, 'theta_std': 7.089339348854628, 'phi_mean': 222.4688096542112, 'phi_std': 61.86066332433969}), ('ADAS (6)', {'theta_mean': -20.493137652120787, 'theta_std': 3.8759172876299575, 'phi_mean': -6.021326557228041, 'phi_std': 1.454648739901034}), ('AVLT-Sum (8)', {'theta_mean': 24.554212799685907, 'theta_std': 8.367499410207003, 'phi_mean': 44.798527448303616, 'phi_std': 14.747350212861033}), ('FUS-FCI (10)', {'theta_mean': -11.653272100810662, 'theta_std': 4.4984022868591795, 'phi_mean': -9.907792572238577, 'phi_std': 3.1401807222585436}), ('FUS-GMI (9)', {'theta_mean': 0.5590634506592609, 'theta_std': 0.06834135576770495, 'phi_mean': 0.5962474533225165, 'phi_std': 0.0807108188019013}), ('HIP-FCI (1)', {'theta_mean': -3.9461503517801346, 'theta_std': 6.282567535553984, 'phi_mean': 5.151363126545626, 'phi_std': 1.4663238397465497}), ('HIP-GMI (7)', {'theta_mean': 0.5990512710884097, 'theta_std': 0.46994387338411575, 'phi_mean': 0.3502033469405144, 'phi_std': 0.23627219215104045}), ('MMSE (5)', {'theta_mean': 22.400177561096452, 'theta_std': 1.989753390508937, 'phi_mean': 28.011047911602137, 'phi_std': 0.6746450680339409}), ('P-Tau (4)', {'theta_mean': -76.06120181001049, 'theta_std': 18.2985182997172, 'phi_mean': -25.58666885605048, 'phi_std': 21.549753848260373}), ('PCC-FCI (2)', {'theta_mean': 4.571677549750827, 'theta_std': 2.4717913361210164, 'phi_mean': 11.805024421866234, 'phi_std': 3.5919165901192827})]) 
2025-02-07 20:02:13,303 - INFO - Results saved to soft_kmeans/results/50_100_0_results.json
