2025-02-07 20:18:32,260 - INFO - Running conjugate priors for file: 50_100_0
2025-02-07 20:18:32,261 - INFO - Number of biomarkers: 10
2025-02-07 20:18:34,024 - INFO - Iteration 200/2000, Acceptance Ratio: 1.50%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:35,097 - INFO - Iteration 400/2000, Acceptance Ratio: 0.75%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:36,131 - INFO - Iteration 600/2000, Acceptance Ratio: 0.50%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:37,157 - INFO - Iteration 800/2000, Acceptance Ratio: 0.38%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:38,192 - INFO - Iteration 1000/2000, Acceptance Ratio: 0.30%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:39,226 - INFO - Iteration 1200/2000, Acceptance Ratio: 0.25%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:40,250 - INFO - Iteration 1400/2000, Acceptance Ratio: 0.21%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:41,313 - INFO - Iteration 1600/2000, Acceptance Ratio: 0.19%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:42,338 - INFO - Iteration 1800/2000, Acceptance Ratio: 0.17%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:43,361 - INFO - Iteration 2000/2000, Acceptance Ratio: 0.15%, Log Likelihood: -2521.3827, Current Accepted Order: dict_values([2, 6, 5, 4, 1, 10, 3, 7, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.41678831991243, 'theta_std': 25.42648773698618, 'phi_mean': 253.13690689476195, 'phi_std': 53.23965440005518}), ('ADAS (6)', {'theta_mean': -14.821889660041085, 'theta_std': 7.94184435292855, 'phi_mean': -8.259444233558312, 'phi_std': 5.58669246939722}), ('AVLT-Sum (8)', {'theta_mean': 30.516901193503735, 'theta_std': 14.070189089716115, 'phi_mean': 43.37245067587227, 'phi_std': 15.309727635990841}), ('FUS-FCI (10)', {'theta_mean': -13.29680482324457, 'theta_std': 3.4839585181728823, 'phi_mean': -10.00557365828768, 'phi_std': 3.5519868820143845}), ('FUS-GMI (9)', {'theta_mean': 0.5550012003033836, 'theta_std': 0.0774001860585317, 'phi_mean': 0.5883355745690222, 'phi_std': 0.07669126617532912}), ('HIP-FCI (1)', {'theta_mean': -4.056918825089523, 'theta_std': 6.299144528915652, 'phi_mean': 5.079405120934534, 'phi_std': 1.5387510269571114}), ('HIP-GMI (7)', {'theta_mean': 0.3775443675906241, 'theta_std': 0.262547922785316, 'phi_mean': 0.34473851158271107, 'phi_std': 0.24634556649357933}), ('MMSE (5)', {'theta_mean': 25.679894463339664, 'theta_std': 3.112342584473797, 'phi_mean': 27.98563581265222, 'phi_std': 0.6977213193440935}), ('P-Tau (4)', {'theta_mean': -41.04806283794493, 'theta_std': 35.13881202836894, 'phi_mean': -26.958394911515565, 'phi_std': 17.82483873295502}), ('PCC-FCI (2)', {'theta_mean': 4.649272886682707, 'theta_std': 2.639121307495985, 'phi_mean': 11.162517003818362, 'phi_std': 4.049117961775225})]) 
2025-02-07 20:18:43,548 - INFO - Results saved to conjugate_priors/results/50_100_0_results.json
