2025-02-07 20:18:57,297 - INFO - Running conjugate priors for file: 5_50_0
2025-02-07 20:18:57,298 - INFO - Number of biomarkers: 10
2025-02-07 20:18:58,692 - INFO - Iteration 200/2000, Acceptance Ratio: 1.50%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:18:59,420 - INFO - Iteration 400/2000, Acceptance Ratio: 0.75%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:00,149 - INFO - Iteration 600/2000, Acceptance Ratio: 0.50%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:00,873 - INFO - Iteration 800/2000, Acceptance Ratio: 0.38%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:01,598 - INFO - Iteration 1000/2000, Acceptance Ratio: 0.30%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:02,326 - INFO - Iteration 1200/2000, Acceptance Ratio: 0.25%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:03,050 - INFO - Iteration 1400/2000, Acceptance Ratio: 0.21%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:03,779 - INFO - Iteration 1600/2000, Acceptance Ratio: 0.19%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:04,504 - INFO - Iteration 1800/2000, Acceptance Ratio: 0.17%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:05,229 - INFO - Iteration 2000/2000, Acceptance Ratio: 0.15%, Log Likelihood: -1333.8191, Current Accepted Order: dict_values([8, 5, 3, 9, 1, 7, 2, 4, 6, 10]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 172.93516092332268, 'theta_std': 41.42392921923818, 'phi_mean': 191.28127877687854, 'phi_std': 42.63945556189268}), ('ADAS (6)', {'theta_mean': -9.897083674562024, 'theta_std': 5.579088412938461, 'phi_mean': -14.609114174508175, 'phi_std': 8.073056986050556}), ('AVLT-Sum (8)', {'theta_mean': 33.66240895868208, 'theta_std': 13.925035638039748, 'phi_mean': 34.12114224778429, 'phi_std': 12.624870363393558}), ('FUS-FCI (10)', {'theta_mean': -9.626064613922999, 'theta_std': 1.8423640112389232, 'phi_mean': -10.246850866502564, 'phi_std': 4.638049862347968}), ('FUS-GMI (9)', {'theta_mean': 0.6013972334034384, 'theta_std': 0.07995497213457924, 'phi_mean': 0.584914950354125, 'phi_std': 0.0779776834712971}), ('HIP-FCI (1)', {'theta_mean': -4.219865967462441, 'theta_std': 5.838242093551676, 'phi_mean': -4.761631278002291, 'phi_std': 7.158033376068084}), ('HIP-GMI (7)', {'theta_mean': 0.3653029854378307, 'theta_std': 0.27547890251670754, 'phi_mean': 0.29159236479881373, 'phi_std': 0.16992130018001306}), ('MMSE (5)', {'theta_mean': 24.230083454682926, 'theta_std': 3.4307897668242493, 'phi_mean': 28.077724698007817, 'phi_std': 0.3751540472132171}), ('P-Tau (4)', {'theta_mean': -44.630489358083004, 'theta_std': 37.64671737497029, 'phi_mean': -32.80666931427025, 'phi_std': 27.8563849393044}), ('PCC-FCI (2)', {'theta_mean': 7.296192529234053, 'theta_std': 3.6422008280407328, 'phi_mean': 6.701903465896135, 'phi_std': 4.396165073389906})]) 
2025-02-07 20:19:05,415 - INFO - Results saved to conjugate_priors/results/5_50_0_results.json
