2025-02-07 20:18:20,545 - INFO - Running conjugate priors for file: 50_100_1
2025-02-07 20:18:20,548 - INFO - Number of biomarkers: 10
2025-02-07 20:18:22,482 - INFO - Iteration 200/2000, Acceptance Ratio: 1.50%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:23,510 - INFO - Iteration 400/2000, Acceptance Ratio: 0.75%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:24,576 - INFO - Iteration 600/2000, Acceptance Ratio: 0.50%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:25,604 - INFO - Iteration 800/2000, Acceptance Ratio: 0.38%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:26,637 - INFO - Iteration 1000/2000, Acceptance Ratio: 0.30%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:27,656 - INFO - Iteration 1200/2000, Acceptance Ratio: 0.25%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:28,679 - INFO - Iteration 1400/2000, Acceptance Ratio: 0.21%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:29,812 - INFO - Iteration 1600/2000, Acceptance Ratio: 0.19%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:30,887 - INFO - Iteration 1800/2000, Acceptance Ratio: 0.17%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:31,944 - INFO - Iteration 2000/2000, Acceptance Ratio: 0.15%, Log Likelihood: -2562.6614, Current Accepted Order: dict_values([6, 2, 10, 3, 7, 4, 5, 1, 8, 9]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 149.84933629552938, 'theta_std': 17.43324416277246, 'phi_mean': 218.78754124965707, 'phi_std': 60.03230152193054}), ('ADAS (6)', {'theta_mean': -15.765238611752512, 'theta_std': 8.228725199491091, 'phi_mean': -6.413400821136146, 'phi_std': 1.8512505749781012}), ('AVLT-Sum (8)', {'theta_mean': 32.27186005314072, 'theta_std': 13.354853349925827, 'phi_mean': 37.28348263492387, 'phi_std': 15.823568791288304}), ('FUS-FCI (10)', {'theta_mean': -15.820447956922157, 'theta_std': 6.527205478786883, 'phi_mean': -9.94223426018711, 'phi_std': 3.180391126379113}), ('FUS-GMI (9)', {'theta_mean': 0.5552169209713039, 'theta_std': 0.08961746163223423, 'phi_mean': 0.6055498967724842, 'phi_std': 0.06768517014937912}), ('HIP-FCI (1)', {'theta_mean': -8.422160169784053, 'theta_std': 8.367739715872306, 'phi_mean': 2.867986882175331, 'phi_std': 4.6364818454661645}), ('HIP-GMI (7)', {'theta_mean': 0.2992701029861832, 'theta_std': 0.3079401306096974, 'phi_mean': 0.4330530126788162, 'phi_std': 0.2556065789118283}), ('MMSE (5)', {'theta_mean': 23.9482791155994, 'theta_std': 3.5714990415412813, 'phi_mean': 27.376925943909935, 'phi_std': 1.871833336688758}), ('P-Tau (4)', {'theta_mean': -35.91542548514949, 'theta_std': 29.0395962546719, 'phi_mean': -32.09479970671631, 'phi_std': 15.32662359678644}), ('PCC-FCI (2)', {'theta_mean': 4.9967635128532075, 'theta_std': 4.622790289434835, 'phi_mean': 12.564243121412616, 'phi_std': 4.3157876410457})]) 
2025-02-07 20:18:32,259 - INFO - Results saved to conjugate_priors/results/50_100_1_results.json
