2025-02-07 20:19:05,416 - INFO - Running conjugate priors for file: 5_50_1
2025-02-07 20:19:05,417 - INFO - Number of biomarkers: 10
2025-02-07 20:19:06,869 - INFO - Iteration 200/2000, Acceptance Ratio: 1.50%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:07,605 - INFO - Iteration 400/2000, Acceptance Ratio: 0.75%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:08,349 - INFO - Iteration 600/2000, Acceptance Ratio: 0.50%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:09,087 - INFO - Iteration 800/2000, Acceptance Ratio: 0.38%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:09,825 - INFO - Iteration 1000/2000, Acceptance Ratio: 0.30%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:10,566 - INFO - Iteration 1200/2000, Acceptance Ratio: 0.25%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:11,301 - INFO - Iteration 1400/2000, Acceptance Ratio: 0.21%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:12,035 - INFO - Iteration 1600/2000, Acceptance Ratio: 0.19%, Log Likelihood: -1358.7429, Current Accepted Order: dict_values([8, 3, 7, 6, 9, 10, 1, 4, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 157.68629022197175, 'theta_std': 18.488979903768087, 'phi_mean': 179.77628781176097, 'phi_std': 51.38253702732373}), ('ADAS (6)', {'theta_mean': -21.874025096492314, 'theta_std': 2.536206011544393, 'phi_mean': -13.187401555914793, 'phi_std': 8.235917719954877}), ('AVLT-Sum (8)', {'theta_mean': 32.8867570439345, 'theta_std': 14.947134295319167, 'phi_mean': 39.99476207555742, 'phi_std': 12.10526423035664}), ('FUS-FCI (10)', {'theta_mean': -10.957702882123394, 'theta_std': 5.54331483653452, 'phi_mean': -10.344605906752918, 'phi_std': 4.457241549465908}), ('FUS-GMI (9)', {'theta_mean': 0.5837892019209222, 'theta_std': 0.07067088945536135, 'phi_mean': 0.6221533245058218, 'phi_std': 0.02757721533266084}), ('HIP-FCI (1)', {'theta_mean': -6.8426440821662196, 'theta_std': 4.196426598371426, 'phi_mean': -2.1428576987756784, 'phi_std': 6.311534244307996}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.161445671081747, 'theta_std': 2.3803522730159763, 'phi_mean': 24.730955880511846, 'phi_std': 3.3120875647125514}), ('P-Tau (4)', {'theta_mean': -37.228276095398506, 'theta_std': 27.768698717188542, 'phi_mean': -34.80816694620015, 'phi_std': 29.757298378179133}), ('PCC-FCI (2)', {'theta_mean': 5.705747274033701, 'theta_std': 3.453488749762446, 'phi_mean': 10.728458585672433, 'phi_std': 4.8737060217730965})]) 
2025-02-07 20:19:12,777 - INFO - Iteration 1800/2000, Acceptance Ratio: 0.33%, Log Likelihood: -1343.4890, Current Accepted Order: dict_values([8, 3, 4, 6, 9, 10, 1, 7, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 154.52319033973697, 'theta_std': 14.927904562224773, 'phi_mean': 219.2461008918899, 'phi_std': 58.42747973752059}), ('ADAS (6)', {'theta_mean': -22.901246731261544, 'theta_std': 1.27868533679815, 'phi_mean': -12.177229707521024, 'phi_std': 7.8249389890822085}), ('AVLT-Sum (8)', {'theta_mean': 29.529737831004475, 'theta_std': 14.480802585236026, 'phi_mean': 42.150698507976834, 'phi_std': 10.922953721011691}), ('FUS-FCI (10)', {'theta_mean': -10.959792478269028, 'theta_std': 5.7757978049114165, 'phi_mean': -10.07193558821887, 'phi_std': 3.04159794282534}), ('FUS-GMI (9)', {'theta_mean': 0.5830056110301989, 'theta_std': 0.06967165854417344, 'phi_mean': 0.6324474003466793, 'phi_std': 0.017884726259316877}), ('HIP-FCI (1)', {'theta_mean': -6.381904633034869, 'theta_std': 3.5629076693921147, 'phi_mean': -2.3370177522577906, 'phi_std': 6.848530363700485}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.1061919708721, 'theta_std': 2.0561673654615746, 'phi_mean': 25.208224863058526, 'phi_std': 3.2238456911829205}), ('P-Tau (4)', {'theta_mean': -34.124379371580666, 'theta_std': 29.277553645823986, 'phi_mean': -38.61697382970751, 'phi_std': 28.071932499045023}), ('PCC-FCI (2)', {'theta_mean': 5.54846493471091, 'theta_std': 3.3447226186787695, 'phi_mean': 13.437707608981619, 'phi_std': 2.583445021672674})]) 
2025-02-07 20:19:13,507 - INFO - Iteration 2000/2000, Acceptance Ratio: 0.50%, Log Likelihood: -1333.9283, Current Accepted Order: dict_values([8, 3, 4, 9, 6, 10, 1, 7, 2, 5]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 154.13252050854462, 'theta_std': 14.160196385880985, 'phi_mean': 211.0045503789342, 'phi_std': 58.4165931593078}), ('ADAS (6)', {'theta_mean': -23.065131123485163, 'theta_std': 1.3687154877563636, 'phi_mean': -12.405980700066682, 'phi_std': 7.84422792383936}), ('AVLT-Sum (8)', {'theta_mean': 29.217682981196532, 'theta_std': 16.494993888104485, 'phi_mean': 38.58550059112988, 'phi_std': 12.131114336807512}), ('FUS-FCI (10)', {'theta_mean': -11.503248238980923, 'theta_std': 6.088653009063196, 'phi_mean': -9.434323325161058, 'phi_std': 2.5230002479288767}), ('FUS-GMI (9)', {'theta_mean': 0.5830056110301989, 'theta_std': 0.06967165854417344, 'phi_mean': 0.6324474003466793, 'phi_std': 0.017884726259316877}), ('HIP-FCI (1)', {'theta_mean': -5.760723512574804, 'theta_std': 5.0540729441913985, 'phi_mean': -3.412215608610378, 'phi_std': 6.218861578138881}), ('HIP-GMI (7)', {'theta_mean': 0.3164175468242237, 'theta_std': 0.31097155337953686, 'phi_mean': 0.485757922292914, 'phi_std': 0.17240438825890028}), ('MMSE (5)', {'theta_mean': 21.88065200970885, 'theta_std': 2.4473111243036385, 'phi_mean': 24.684956573591524, 'phi_std': 3.5361482536431343}), ('P-Tau (4)', {'theta_mean': -48.7684682796491, 'theta_std': 31.78134444637473, 'phi_mean': -30.415538101338104, 'phi_std': 25.661966264733067}), ('PCC-FCI (2)', {'theta_mean': 5.3524786858202695, 'theta_std': 3.299280437176338, 'phi_mean': 12.643804069690031, 'phi_std': 2.8420092039786926})]) 
2025-02-07 20:19:13,692 - INFO - Results saved to conjugate_priors/results/5_50_1_results.json
