2025-02-07 20:19:27,834 - INFO - Running conjugate priors for file: 10_100_0
2025-02-07 20:19:27,835 - INFO - Number of biomarkers: 10
2025-02-07 20:19:29,899 - INFO - Iteration 200/2000, Acceptance Ratio: 1.50%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:31,238 - INFO - Iteration 400/2000, Acceptance Ratio: 0.75%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:32,576 - INFO - Iteration 600/2000, Acceptance Ratio: 0.50%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:33,913 - INFO - Iteration 800/2000, Acceptance Ratio: 0.38%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:35,240 - INFO - Iteration 1000/2000, Acceptance Ratio: 0.30%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:36,587 - INFO - Iteration 1200/2000, Acceptance Ratio: 0.25%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:37,920 - INFO - Iteration 1400/2000, Acceptance Ratio: 0.21%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:39,314 - INFO - Iteration 1600/2000, Acceptance Ratio: 0.19%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:40,654 - INFO - Iteration 1800/2000, Acceptance Ratio: 0.17%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:41,987 - INFO - Iteration 2000/2000, Acceptance Ratio: 0.15%, Log Likelihood: -2754.6019, Current Accepted Order: dict_values([9, 2, 6, 5, 3, 10, 8, 7, 1, 4]), Current Theta and Phi Parameters: dict_items([('AB (3)', {'theta_mean': 166.60811208154135, 'theta_std': 43.964067425328565, 'phi_mean': 203.33904312159078, 'phi_std': 65.3568245826049}), ('ADAS (6)', {'theta_mean': -8.078570941493258, 'theta_std': 4.24002122308599, 'phi_mean': -12.758172071299448, 'phi_std': 7.479929182927356}), ('AVLT-Sum (8)', {'theta_mean': 32.5600488656884, 'theta_std': 13.178469317239323, 'phi_mean': 32.63409405436811, 'phi_std': 16.33163177777991}), ('FUS-FCI (10)', {'theta_mean': -10.56144264167016, 'theta_std': 4.241013142785366, 'phi_mean': -10.812502501791968, 'phi_std': 5.57030938125158}), ('FUS-GMI (9)', {'theta_mean': 0.5759329694843958, 'theta_std': 0.0690934683554823, 'phi_mean': 0.5971071922659109, 'phi_std': 0.06408598246526481}), ('HIP-FCI (1)', {'theta_mean': -3.811581014980676, 'theta_std': 6.325531335906874, 'phi_mean': -3.347672330008685, 'phi_std': 7.228127411222218}), ('HIP-GMI (7)', {'theta_mean': 0.35053070145731924, 'theta_std': 0.27384412010489106, 'phi_mean': 0.38319883937797816, 'phi_std': 0.27326041815847524}), ('MMSE (5)', {'theta_mean': 23.63757440581575, 'theta_std': 3.3784570633258455, 'phi_mean': 27.036966211800234, 'phi_std': 2.279818774197394}), ('P-Tau (4)', {'theta_mean': -43.417435820648606, 'theta_std': 30.85386189219712, 'phi_mean': -37.68220223578124, 'phi_std': 30.59526269839353}), ('PCC-FCI (2)', {'theta_mean': 5.6046179418278905, 'theta_std': 4.020936938358233, 'phi_mean': 10.585612827958576, 'phi_std': 6.058590502992559})]) 
2025-02-07 20:19:42,177 - INFO - Results saved to conjugate_priors/results/10_100_0_results.json
